"","Threshold","Bio_threshold","site","region","year","Hydro_Metric","Biol","Alteration_Current","Alteration_Current_direction"
"6371","Threshold25",0.79,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6372","Threshold50",0.79,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6373","Threshold75",0.79,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6374","Threshold25",0.92,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6375","Threshold50",0.92,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6376","Threshold75",0.92,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6377","Threshold75",0.92,401080,"San Juan",2014,"DS_Dur_WS","CSCI","Altered","Low"
"6378","Threshold50",0.75,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6379","Threshold75",0.75,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6380","Threshold25",0.86,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6381","Threshold50",0.86,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6382","Threshold75",0.86,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6383","Threshold25",0.94,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6384","Threshold50",0.94,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6385","Threshold75",0.94,401080,"San Juan",2014,"SP_Dur","ASCI","Altered","High"
"6386","Threshold75",0.94,401080,"San Juan",2015,"SP_Dur","ASCI","Altered","Low"
"6387","Threshold25",0.63,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6388","Threshold50",0.63,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6389","Threshold75",0.63,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6390","Threshold25",0.79,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6391","Threshold50",0.79,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6392","Threshold75",0.79,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6393","Threshold25",0.92,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6394","Threshold50",0.92,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6395","Threshold75",0.92,401080,"San Juan",2015,"SP_Tim","CSCI","Altered","High"
"6396","Threshold50",0.75,401080,"San Juan",2016,"DS_Dur_WS","ASCI","Altered","High"
"6397","Threshold75",0.75,401080,"San Juan",2016,"DS_Dur_WS","ASCI","Altered","High"
"6398","Threshold50",0.86,401080,"San Juan",2016,"DS_Dur_WS","ASCI","Altered","High"
"6399","Threshold75",0.86,401080,"San Juan",2016,"DS_Dur_WS","ASCI","Altered","High"
"6400","Threshold25",0.94,401080,"San Juan",2016,"DS_Dur_WS","ASCI","Altered","High"
"6401","Threshold50",0.94,401080,"San Juan",2016,"DS_Dur_WS","ASCI","Altered","High"
"6402","Threshold75",0.94,401080,"San Juan",2016,"DS_Dur_WS","ASCI","Altered","High"
"6403","Threshold75",0.63,401080,"San Juan",2016,"DS_Dur_WS","CSCI","Altered","High"
"6404","Threshold25",0.79,401080,"San Juan",2016,"DS_Dur_WS","CSCI","Altered","High"
"6405","Threshold50",0.79,401080,"San Juan",2016,"DS_Dur_WS","CSCI","Altered","High"
"6406","Threshold75",0.79,401080,"San Juan",2016,"DS_Dur_WS","CSCI","Altered","High"
"6407","Threshold25",0.92,401080,"San Juan",2016,"DS_Dur_WS","CSCI","Altered","High"
"6408","Threshold50",0.92,401080,"San Juan",2016,"DS_Dur_WS","CSCI","Altered","High"
"6409","Threshold75",0.92,401080,"San Juan",2016,"DS_Dur_WS","CSCI","Altered","High"
"6410","Threshold50",0.75,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6411","Threshold75",0.75,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6412","Threshold25",0.86,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6413","Threshold50",0.86,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6414","Threshold75",0.86,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6415","Threshold25",0.94,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6416","Threshold50",0.94,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6417","Threshold75",0.94,401080,"San Juan",2016,"SP_Dur","ASCI","Altered","Low"
"6418","Threshold25",0.75,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6419","Threshold50",0.75,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6420","Threshold75",0.75,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6421","Threshold25",0.86,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6422","Threshold50",0.86,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6423","Threshold75",0.86,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6424","Threshold25",0.94,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6425","Threshold50",0.94,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6426","Threshold75",0.94,401080,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6427","Threshold50",0.75,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6428","Threshold75",0.75,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6429","Threshold25",0.86,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6430","Threshold50",0.86,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6431","Threshold75",0.86,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6432","Threshold25",0.94,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6433","Threshold50",0.94,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6434","Threshold75",0.94,401080,"San Juan",2018,"SP_Dur","ASCI","Altered","Low"
"6435","Threshold50",0.94,401100,"San Juan",1994,"DS_Dur_WS","ASCI","Altered","High"
"6436","Threshold75",0.94,401100,"San Juan",1994,"DS_Dur_WS","ASCI","Altered","High"
"6437","Threshold75",0.79,401100,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6438","Threshold25",0.92,401100,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6439","Threshold50",0.92,401100,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6440","Threshold75",0.92,401100,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6441","Threshold75",0.86,401100,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6442","Threshold75",0.94,401100,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6443","Threshold75",0.75,401100,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6444","Threshold75",0.86,401100,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6445","Threshold75",0.94,401100,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6446","Threshold75",0.63,401100,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6447","Threshold50",0.79,401100,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6448","Threshold75",0.79,401100,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6449","Threshold50",0.92,401100,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6450","Threshold75",0.92,401100,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6451","Threshold50",0.75,401100,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6452","Threshold75",0.75,401100,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6453","Threshold50",0.86,401100,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6454","Threshold75",0.86,401100,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6455","Threshold25",0.94,401100,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6456","Threshold50",0.94,401100,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6457","Threshold75",0.94,401100,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6458","Threshold75",0.75,401100,"San Juan",1996,"DS_Dur_WS","ASCI","Altered","Low"
"6459","Threshold75",0.86,401100,"San Juan",1996,"DS_Dur_WS","ASCI","Altered","Low"
"6460","Threshold75",0.94,401100,"San Juan",1996,"DS_Dur_WS","ASCI","Altered","Low"
"6461","Threshold75",0.63,401100,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","Low"
"6462","Threshold50",0.79,401100,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","Low"
"6463","Threshold75",0.79,401100,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","Low"
"6464","Threshold50",0.92,401100,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","Low"
"6465","Threshold75",0.92,401100,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","Low"
"6466","Threshold50",0.75,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6467","Threshold75",0.75,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6468","Threshold25",0.86,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6469","Threshold50",0.86,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6470","Threshold75",0.86,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6471","Threshold25",0.94,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6472","Threshold50",0.94,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6473","Threshold75",0.94,401100,"San Juan",1996,"SP_Dur","ASCI","Altered","High"
"6474","Threshold75",0.75,401100,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6475","Threshold75",0.86,401100,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6476","Threshold75",0.94,401100,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6477","Threshold75",0.63,401100,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6478","Threshold75",0.79,401100,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6479","Threshold50",0.92,401100,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6480","Threshold75",0.92,401100,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6481","Threshold75",0.75,401100,"San Juan",1998,"SP_Dur","ASCI","Altered","Low"
"6482","Threshold75",0.86,401100,"San Juan",1998,"SP_Dur","ASCI","Altered","Low"
"6483","Threshold75",0.94,401100,"San Juan",1998,"SP_Dur","ASCI","Altered","Low"
"6484","Threshold50",0.63,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6485","Threshold75",0.63,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6486","Threshold25",0.79,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6487","Threshold50",0.79,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6488","Threshold75",0.79,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6489","Threshold25",0.92,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6490","Threshold50",0.92,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6491","Threshold75",0.92,401100,"San Juan",1998,"SP_Tim","CSCI","Altered","High"
"6492","Threshold25",0.75,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6493","Threshold50",0.75,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6494","Threshold75",0.75,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6495","Threshold25",0.86,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6496","Threshold50",0.86,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6497","Threshold75",0.86,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6498","Threshold25",0.94,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6499","Threshold50",0.94,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6500","Threshold75",0.94,401100,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6501","Threshold25",0.63,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6502","Threshold50",0.63,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6503","Threshold75",0.63,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6504","Threshold25",0.79,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6505","Threshold50",0.79,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6506","Threshold75",0.79,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6507","Threshold25",0.92,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6508","Threshold50",0.92,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6509","Threshold75",0.92,401100,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6510","Threshold75",0.75,401100,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6511","Threshold50",0.86,401100,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6512","Threshold75",0.86,401100,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6513","Threshold50",0.94,401100,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6514","Threshold75",0.94,401100,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6515","Threshold50",0.63,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6516","Threshold75",0.63,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6517","Threshold25",0.79,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6518","Threshold50",0.79,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6519","Threshold75",0.79,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6520","Threshold25",0.92,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6521","Threshold50",0.92,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6522","Threshold75",0.92,401100,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6523","Threshold50",0.75,401100,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6524","Threshold75",0.75,401100,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6525","Threshold50",0.86,401100,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6526","Threshold75",0.86,401100,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6527","Threshold50",0.94,401100,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6528","Threshold75",0.94,401100,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6529","Threshold25",0.63,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6530","Threshold50",0.63,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6531","Threshold75",0.63,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6532","Threshold25",0.79,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6533","Threshold50",0.79,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6534","Threshold75",0.79,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6535","Threshold25",0.92,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6536","Threshold50",0.92,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6537","Threshold75",0.92,401100,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6538","Threshold50",0.75,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6539","Threshold75",0.75,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6540","Threshold25",0.86,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6541","Threshold50",0.86,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6542","Threshold75",0.86,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6543","Threshold25",0.94,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6544","Threshold50",0.94,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6545","Threshold75",0.94,401100,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6546","Threshold25",0.63,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6547","Threshold50",0.63,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6548","Threshold75",0.63,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6549","Threshold25",0.79,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6550","Threshold50",0.79,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6551","Threshold75",0.79,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6552","Threshold25",0.92,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6553","Threshold50",0.92,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6554","Threshold75",0.92,401100,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6555","Threshold75",0.75,401100,"San Juan",2004,"DS_Dur_WS","ASCI","Altered","High"
"6556","Threshold50",0.86,401100,"San Juan",2004,"DS_Dur_WS","ASCI","Altered","High"
"6557","Threshold75",0.86,401100,"San Juan",2004,"DS_Dur_WS","ASCI","Altered","High"
"6558","Threshold25",0.94,401100,"San Juan",2004,"DS_Dur_WS","ASCI","Altered","High"
"6559","Threshold50",0.94,401100,"San Juan",2004,"DS_Dur_WS","ASCI","Altered","High"
"6560","Threshold75",0.94,401100,"San Juan",2004,"DS_Dur_WS","ASCI","Altered","High"
"6561","Threshold25",0.79,401100,"San Juan",2004,"DS_Dur_WS","CSCI","Altered","High"
"6562","Threshold50",0.79,401100,"San Juan",2004,"DS_Dur_WS","CSCI","Altered","High"
"6563","Threshold75",0.79,401100,"San Juan",2004,"DS_Dur_WS","CSCI","Altered","High"
"6564","Threshold25",0.92,401100,"San Juan",2004,"DS_Dur_WS","CSCI","Altered","High"
"6565","Threshold50",0.92,401100,"San Juan",2004,"DS_Dur_WS","CSCI","Altered","High"
"6566","Threshold75",0.92,401100,"San Juan",2004,"DS_Dur_WS","CSCI","Altered","High"
"6567","Threshold75",0.75,401100,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6568","Threshold50",0.86,401100,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6569","Threshold75",0.86,401100,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6570","Threshold50",0.94,401100,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6571","Threshold75",0.94,401100,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6572","Threshold75",0.75,401100,"San Juan",2006,"SP_Dur","ASCI","Altered","Low"
"6573","Threshold50",0.86,401100,"San Juan",2006,"SP_Dur","ASCI","Altered","Low"
"6574","Threshold75",0.86,401100,"San Juan",2006,"SP_Dur","ASCI","Altered","Low"
"6575","Threshold50",0.94,401100,"San Juan",2006,"SP_Dur","ASCI","Altered","Low"
"6576","Threshold75",0.94,401100,"San Juan",2006,"SP_Dur","ASCI","Altered","Low"
"6577","Threshold75",0.75,401100,"San Juan",2007,"DS_Dur_WS","ASCI","Altered","High"
"6578","Threshold50",0.86,401100,"San Juan",2007,"DS_Dur_WS","ASCI","Altered","High"
"6579","Threshold75",0.86,401100,"San Juan",2007,"DS_Dur_WS","ASCI","Altered","High"
"6580","Threshold25",0.94,401100,"San Juan",2007,"DS_Dur_WS","ASCI","Altered","High"
"6581","Threshold50",0.94,401100,"San Juan",2007,"DS_Dur_WS","ASCI","Altered","High"
"6582","Threshold75",0.94,401100,"San Juan",2007,"DS_Dur_WS","ASCI","Altered","High"
"6583","Threshold25",0.79,401100,"San Juan",2007,"DS_Dur_WS","CSCI","Altered","High"
"6584","Threshold50",0.79,401100,"San Juan",2007,"DS_Dur_WS","CSCI","Altered","High"
"6585","Threshold75",0.79,401100,"San Juan",2007,"DS_Dur_WS","CSCI","Altered","High"
"6586","Threshold25",0.92,401100,"San Juan",2007,"DS_Dur_WS","CSCI","Altered","High"
"6587","Threshold50",0.92,401100,"San Juan",2007,"DS_Dur_WS","CSCI","Altered","High"
"6588","Threshold75",0.92,401100,"San Juan",2007,"DS_Dur_WS","CSCI","Altered","High"
"6589","Threshold75",0.75,401100,"San Juan",2007,"SP_Dur","ASCI","Altered","Low"
"6590","Threshold75",0.86,401100,"San Juan",2007,"SP_Dur","ASCI","Altered","Low"
"6591","Threshold75",0.94,401100,"San Juan",2007,"SP_Dur","ASCI","Altered","Low"
"6592","Threshold75",0.75,401100,"San Juan",2008,"SP_Dur","ASCI","Altered","High"
"6593","Threshold50",0.86,401100,"San Juan",2008,"SP_Dur","ASCI","Altered","High"
"6594","Threshold75",0.86,401100,"San Juan",2008,"SP_Dur","ASCI","Altered","High"
"6595","Threshold50",0.94,401100,"San Juan",2008,"SP_Dur","ASCI","Altered","High"
"6596","Threshold75",0.94,401100,"San Juan",2008,"SP_Dur","ASCI","Altered","High"
"6597","Threshold75",0.79,401100,"San Juan",2009,"DS_Dur_WS","CSCI","Altered","Low"
"6598","Threshold75",0.92,401100,"San Juan",2009,"DS_Dur_WS","CSCI","Altered","Low"
"6599","Threshold75",0.79,401100,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","Low"
"6600","Threshold75",0.92,401100,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","Low"
"6601","Threshold75",0.75,401100,"San Juan",2010,"SP_Dur","ASCI","Altered","High"
"6602","Threshold50",0.86,401100,"San Juan",2010,"SP_Dur","ASCI","Altered","High"
"6603","Threshold75",0.86,401100,"San Juan",2010,"SP_Dur","ASCI","Altered","High"
"6604","Threshold50",0.94,401100,"San Juan",2010,"SP_Dur","ASCI","Altered","High"
"6605","Threshold75",0.94,401100,"San Juan",2010,"SP_Dur","ASCI","Altered","High"
"6606","Threshold75",0.75,401100,"San Juan",2012,"SP_Dur","ASCI","Altered","High"
"6607","Threshold50",0.86,401100,"San Juan",2012,"SP_Dur","ASCI","Altered","High"
"6608","Threshold75",0.86,401100,"San Juan",2012,"SP_Dur","ASCI","Altered","High"
"6609","Threshold50",0.94,401100,"San Juan",2012,"SP_Dur","ASCI","Altered","High"
"6610","Threshold75",0.94,401100,"San Juan",2012,"SP_Dur","ASCI","Altered","High"
"6611","Threshold75",0.79,401100,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6612","Threshold50",0.92,401100,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6613","Threshold75",0.92,401100,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6614","Threshold75",0.86,401100,"San Juan",2013,"DS_Dur_WS","ASCI","Altered","High"
"6615","Threshold25",0.94,401100,"San Juan",2013,"DS_Dur_WS","ASCI","Altered","High"
"6616","Threshold50",0.94,401100,"San Juan",2013,"DS_Dur_WS","ASCI","Altered","High"
"6617","Threshold75",0.94,401100,"San Juan",2013,"DS_Dur_WS","ASCI","Altered","High"
"6618","Threshold75",0.79,401100,"San Juan",2013,"DS_Dur_WS","CSCI","Altered","High"
"6619","Threshold25",0.92,401100,"San Juan",2013,"DS_Dur_WS","CSCI","Altered","High"
"6620","Threshold50",0.92,401100,"San Juan",2013,"DS_Dur_WS","CSCI","Altered","High"
"6621","Threshold75",0.92,401100,"San Juan",2013,"DS_Dur_WS","CSCI","Altered","High"
"6622","Threshold75",0.75,401100,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
